set N0 := HKGA-sky BKKT-sky LOND-sky SINS-sky PARI-sky DXBA-sky NYCA-sky KULM-sky ISTA-sky ;
set N := HKGA-sky BKKT-sky LOND-sky SINS-sky PARI-sky DXBA-sky KULM-sky ISTA-sky ;
set T := 2021-01-01 2021-01-02 2021-01-03 2021-01-04 2021-01-05 2021-01-06 2021-01-07 2021-01-08 2021-01-09 2021-01-10 2021-01-11 2021-01-12 2021-01-13 2021-01-14 2021-01-15 2021-01-16 2021-01-17 2021-01-18 2021-01-19 2021-01-20 2021-01-21 2021-01-22 2021-01-23 2021-01-24 2021-01-25 2021-01-26 2021-01-27 2021-01-28 2021-01-29 2021-01-30 2021-01-31 ;
param c :=
SINS-sky LOND-sky 2021-01-11 432.0
SINS-sky LOND-sky 2021-01-14 428.0
SINS-sky LOND-sky 2021-01-15 428.0
SINS-sky LOND-sky 2021-01-21 430.0
SINS-sky LOND-sky 2021-01-23 406.0
SINS-sky LOND-sky 2021-01-29 407.0
SINS-sky LOND-sky 2021-01-30 361.0
SINS-sky LOND-sky 2021-01-31 423.0
SINS-sky PARI-sky 2021-01-15 516.0
SINS-sky PARI-sky 2021-01-19 490.0
SINS-sky DXBA-sky 2021-01-03 350.0
SINS-sky DXBA-sky 2021-01-07 321.0
SINS-sky DXBA-sky 2021-01-08 322.0
SINS-sky DXBA-sky 2021-01-09 321.0
SINS-sky DXBA-sky 2021-01-10 317.0
SINS-sky DXBA-sky 2021-01-11 254.0
SINS-sky DXBA-sky 2021-01-16 254.0
SINS-sky DXBA-sky 2021-01-31 289.0
SINS-sky NYCA-sky 2021-01-01 735.0
SINS-sky NYCA-sky 2021-01-02 716.0
SINS-sky NYCA-sky 2021-01-03 767.0
SINS-sky NYCA-sky 2021-01-04 853.0
SINS-sky NYCA-sky 2021-01-05 585.0
SINS-sky NYCA-sky 2021-01-06 597.0
SINS-sky NYCA-sky 2021-01-07 612.0
SINS-sky NYCA-sky 2021-01-11 598.0
SINS-sky NYCA-sky 2021-01-12 557.0
SINS-sky NYCA-sky 2021-01-13 582.0
SINS-sky NYCA-sky 2021-01-14 597.0
SINS-sky NYCA-sky 2021-01-15 585.0
SINS-sky NYCA-sky 2021-01-16 569.0
SINS-sky NYCA-sky 2021-01-17 596.0
SINS-sky NYCA-sky 2021-01-18 585.0
SINS-sky NYCA-sky 2021-01-19 597.0
SINS-sky NYCA-sky 2021-01-20 586.0
SINS-sky NYCA-sky 2021-01-21 597.0
SINS-sky NYCA-sky 2021-01-22 610.0
SINS-sky NYCA-sky 2021-01-24 597.0
SINS-sky NYCA-sky 2021-01-25 585.0
SINS-sky NYCA-sky 2021-01-26 597.0
SINS-sky KULM-sky 2021-01-01 89.0
SINS-sky KULM-sky 2021-01-02 67.0
SINS-sky KULM-sky 2021-01-03 57.0
SINS-sky KULM-sky 2021-01-04 58.0
SINS-sky KULM-sky 2021-01-05 58.0
SINS-sky KULM-sky 2021-01-06 85.0
SINS-sky KULM-sky 2021-01-07 57.0
SINS-sky KULM-sky 2021-01-08 67.0
SINS-sky KULM-sky 2021-01-09 67.0
SINS-sky KULM-sky 2021-01-10 47.0
SINS-sky KULM-sky 2021-01-11 57.0
SINS-sky KULM-sky 2021-01-12 85.0
SINS-sky KULM-sky 2021-01-13 57.0
SINS-sky KULM-sky 2021-01-14 57.0
SINS-sky KULM-sky 2021-01-16 85.0
SINS-sky KULM-sky 2021-01-17 57.0
SINS-sky KULM-sky 2021-01-18 57.0
SINS-sky KULM-sky 2021-01-20 85.0
SINS-sky KULM-sky 2021-01-21 57.0
SINS-sky KULM-sky 2021-01-22 67.0
SINS-sky KULM-sky 2021-01-23 46.0
SINS-sky KULM-sky 2021-01-24 58.0
SINS-sky KULM-sky 2021-01-25 58.0
SINS-sky KULM-sky 2021-01-27 46.0
SINS-sky KULM-sky 2021-01-28 58.0
SINS-sky KULM-sky 2021-01-29 67.0
SINS-sky KULM-sky 2021-01-30 116.0
SINS-sky KULM-sky 2021-01-31 58.0
SINS-sky ISTA-sky 2021-01-04 528.0
SINS-sky ISTA-sky 2021-01-07 509.0
SINS-sky ISTA-sky 2021-01-09 441.0
SINS-sky ISTA-sky 2021-01-10 520.0
SINS-sky ISTA-sky 2021-01-13 458.0
SINS-sky ISTA-sky 2021-01-18 458.0
PARI-sky HKGA-sky 2021-01-01 414.0
PARI-sky HKGA-sky 2021-01-02 440.0
PARI-sky HKGA-sky 2021-01-03 448.0
PARI-sky HKGA-sky 2021-01-04 448.0
PARI-sky HKGA-sky 2021-01-07 872.0
PARI-sky HKGA-sky 2021-01-13 393.0
PARI-sky HKGA-sky 2021-01-18 462.0
PARI-sky HKGA-sky 2021-01-22 412.0
PARI-sky HKGA-sky 2021-01-23 440.0
PARI-sky HKGA-sky 2021-01-25 462.0
PARI-sky HKGA-sky 2021-01-26 440.0
PARI-sky HKGA-sky 2021-01-27 447.0
PARI-sky HKGA-sky 2021-01-28 440.0
PARI-sky HKGA-sky 2021-01-30 440.0
PARI-sky BKKT-sky 2021-01-01 475.0
PARI-sky BKKT-sky 2021-01-02 442.0
PARI-sky BKKT-sky 2021-01-03 450.0
PARI-sky BKKT-sky 2021-01-04 475.0
PARI-sky BKKT-sky 2021-01-05 442.0
PARI-sky BKKT-sky 2021-01-06 450.0
PARI-sky BKKT-sky 2021-01-07 442.0
PARI-sky BKKT-sky 2021-01-08 450.0
PARI-sky BKKT-sky 2021-01-09 442.0
PARI-sky BKKT-sky 2021-01-10 450.0
PARI-sky BKKT-sky 2021-01-11 335.0
PARI-sky BKKT-sky 2021-01-12 436.0
PARI-sky BKKT-sky 2021-01-13 450.0
PARI-sky BKKT-sky 2021-01-14 436.0
PARI-sky BKKT-sky 2021-01-15 392.0
PARI-sky BKKT-sky 2021-01-16 434.0
PARI-sky BKKT-sky 2021-01-18 335.0
PARI-sky BKKT-sky 2021-01-19 442.0
PARI-sky BKKT-sky 2021-01-20 450.0
PARI-sky BKKT-sky 2021-01-21 442.0
PARI-sky BKKT-sky 2021-01-24 450.0
PARI-sky BKKT-sky 2021-01-25 341.0
PARI-sky BKKT-sky 2021-01-28 437.0
PARI-sky BKKT-sky 2021-01-30 442.0
PARI-sky BKKT-sky 2021-01-31 450.0
PARI-sky LOND-sky 2021-01-01 40.0
PARI-sky LOND-sky 2021-01-03 52.0
PARI-sky LOND-sky 2021-01-04 54.0
PARI-sky LOND-sky 2021-01-05 42.0
PARI-sky LOND-sky 2021-01-06 37.0
PARI-sky LOND-sky 2021-01-07 42.0
PARI-sky LOND-sky 2021-01-08 42.0
PARI-sky LOND-sky 2021-01-10 42.0
PARI-sky LOND-sky 2021-01-11 40.0
PARI-sky LOND-sky 2021-01-12 39.0
PARI-sky LOND-sky 2021-01-13 32.0
PARI-sky LOND-sky 2021-01-14 27.0
PARI-sky LOND-sky 2021-01-15 42.0
PARI-sky LOND-sky 2021-01-16 39.0
PARI-sky LOND-sky 2021-01-17 40.0
PARI-sky LOND-sky 2021-01-18 73.0
PARI-sky LOND-sky 2021-01-19 113.0
PARI-sky LOND-sky 2021-01-22 40.0
PARI-sky LOND-sky 2021-01-23 40.0
PARI-sky LOND-sky 2021-01-24 27.0
PARI-sky LOND-sky 2021-01-25 40.0
PARI-sky LOND-sky 2021-01-26 111.0
PARI-sky LOND-sky 2021-01-28 27.0
PARI-sky LOND-sky 2021-01-29 45.0
PARI-sky LOND-sky 2021-01-31 36.0
PARI-sky SINS-sky 2021-01-01 449.0
PARI-sky SINS-sky 2021-01-02 449.0
PARI-sky SINS-sky 2021-01-03 447.0
PARI-sky SINS-sky 2021-01-04 449.0
PARI-sky SINS-sky 2021-01-06 449.0
PARI-sky SINS-sky 2021-01-07 405.0
PARI-sky SINS-sky 2021-01-08 449.0
PARI-sky SINS-sky 2021-01-09 437.0
PARI-sky SINS-sky 2021-01-10 434.0
PARI-sky SINS-sky 2021-01-11 404.0
PARI-sky SINS-sky 2021-01-14 449.0
PARI-sky SINS-sky 2021-01-15 432.0
PARI-sky DXBA-sky 2021-01-01 296.0
PARI-sky DXBA-sky 2021-01-02 294.0
PARI-sky DXBA-sky 2021-01-03 264.0
PARI-sky DXBA-sky 2021-01-04 237.0
PARI-sky DXBA-sky 2021-01-05 210.0
PARI-sky DXBA-sky 2021-01-06 293.0
PARI-sky DXBA-sky 2021-01-07 202.0
PARI-sky DXBA-sky 2021-01-08 184.0
PARI-sky DXBA-sky 2021-01-09 232.0
PARI-sky DXBA-sky 2021-01-10 184.0
PARI-sky DXBA-sky 2021-01-11 230.0
PARI-sky DXBA-sky 2021-01-12 208.0
PARI-sky DXBA-sky 2021-01-13 214.0
PARI-sky DXBA-sky 2021-01-14 232.0
PARI-sky DXBA-sky 2021-01-15 211.0
PARI-sky DXBA-sky 2021-01-16 214.0
PARI-sky DXBA-sky 2021-01-17 214.0
PARI-sky DXBA-sky 2021-01-18 248.0
PARI-sky DXBA-sky 2021-01-19 184.0
PARI-sky DXBA-sky 2021-01-20 204.0
PARI-sky DXBA-sky 2021-01-21 214.0
PARI-sky DXBA-sky 2021-01-22 206.0
PARI-sky DXBA-sky 2021-01-25 212.0
PARI-sky DXBA-sky 2021-01-26 184.0
PARI-sky DXBA-sky 2021-01-28 184.0
PARI-sky DXBA-sky 2021-01-29 184.0
PARI-sky DXBA-sky 2021-01-30 208.0
PARI-sky DXBA-sky 2021-01-31 214.0
PARI-sky NYCA-sky 2021-01-01 162.0
PARI-sky NYCA-sky 2021-01-02 248.0
PARI-sky NYCA-sky 2021-01-03 245.0
PARI-sky NYCA-sky 2021-01-04 245.0
PARI-sky NYCA-sky 2021-01-05 194.0
PARI-sky NYCA-sky 2021-01-06 173.0
PARI-sky NYCA-sky 2021-01-07 166.0
PARI-sky NYCA-sky 2021-01-08 148.0
PARI-sky NYCA-sky 2021-01-09 173.0
PARI-sky NYCA-sky 2021-01-10 159.0
PARI-sky NYCA-sky 2021-01-11 173.0
PARI-sky NYCA-sky 2021-01-12 174.0
PARI-sky NYCA-sky 2021-01-13 174.0
PARI-sky NYCA-sky 2021-01-14 166.0
PARI-sky NYCA-sky 2021-01-15 173.0
PARI-sky NYCA-sky 2021-01-16 217.0
PARI-sky NYCA-sky 2021-01-18 190.0
PARI-sky NYCA-sky 2021-01-19 194.0
PARI-sky NYCA-sky 2021-01-21 248.0
PARI-sky NYCA-sky 2021-01-22 193.0
PARI-sky NYCA-sky 2021-01-23 189.0
PARI-sky NYCA-sky 2021-01-24 161.0
PARI-sky NYCA-sky 2021-01-25 217.0
PARI-sky NYCA-sky 2021-01-26 201.0
PARI-sky NYCA-sky 2021-01-27 221.0
PARI-sky NYCA-sky 2021-01-28 248.0
PARI-sky KULM-sky 2021-01-01 484.0
PARI-sky KULM-sky 2021-01-02 485.0
PARI-sky KULM-sky 2021-01-03 484.0
PARI-sky KULM-sky 2021-01-05 484.0
PARI-sky KULM-sky 2021-01-16 483.0
PARI-sky KULM-sky 2021-01-17 484.0
PARI-sky ISTA-sky 2021-01-01 86.0
PARI-sky ISTA-sky 2021-01-02 102.0
PARI-sky ISTA-sky 2021-01-03 85.0
PARI-sky ISTA-sky 2021-01-04 103.0
PARI-sky ISTA-sky 2021-01-05 77.0
PARI-sky ISTA-sky 2021-01-06 107.0
PARI-sky ISTA-sky 2021-01-07 119.0
PARI-sky ISTA-sky 2021-01-08 120.0
PARI-sky ISTA-sky 2021-01-11 71.0
PARI-sky ISTA-sky 2021-01-12 120.0
PARI-sky ISTA-sky 2021-01-13 80.0
PARI-sky ISTA-sky 2021-01-14 66.0
PARI-sky ISTA-sky 2021-01-15 82.0
PARI-sky ISTA-sky 2021-01-16 75.0
PARI-sky ISTA-sky 2021-01-17 81.0
PARI-sky ISTA-sky 2021-01-18 80.0
PARI-sky ISTA-sky 2021-01-19 71.0
PARI-sky ISTA-sky 2021-01-20 79.0
PARI-sky ISTA-sky 2021-01-21 67.0
PARI-sky ISTA-sky 2021-01-22 86.0
PARI-sky ISTA-sky 2021-01-24 123.0
PARI-sky ISTA-sky 2021-01-25 71.0
PARI-sky ISTA-sky 2021-01-26 71.0
PARI-sky ISTA-sky 2021-01-28 71.0
PARI-sky ISTA-sky 2021-01-30 77.0
PARI-sky ISTA-sky 2021-01-31 74.0
DXBA-sky HKGA-sky 2021-01-01 260.0
DXBA-sky HKGA-sky 2021-01-02 311.0
DXBA-sky HKGA-sky 2021-01-03 260.0
DXBA-sky HKGA-sky 2021-01-04 310.0
DXBA-sky HKGA-sky 2021-01-05 204.0
DXBA-sky HKGA-sky 2021-01-06 310.0
DXBA-sky HKGA-sky 2021-01-07 298.0
DXBA-sky HKGA-sky 2021-01-09 319.0
DXBA-sky HKGA-sky 2021-01-12 260.0
DXBA-sky HKGA-sky 2021-01-14 264.0
DXBA-sky HKGA-sky 2021-01-15 260.0
DXBA-sky HKGA-sky 2021-01-22 267.0
DXBA-sky HKGA-sky 2021-01-23 325.0
DXBA-sky HKGA-sky 2021-01-24 262.0
DXBA-sky HKGA-sky 2021-01-26 320.0
DXBA-sky BKKT-sky 2021-01-01 225.0
DXBA-sky BKKT-sky 2021-01-02 244.0
DXBA-sky BKKT-sky 2021-01-03 236.0
DXBA-sky BKKT-sky 2021-01-04 223.0
DXBA-sky BKKT-sky 2021-01-05 223.0
DXBA-sky BKKT-sky 2021-01-06 223.0
DXBA-sky BKKT-sky 2021-01-07 223.0
DXBA-sky BKKT-sky 2021-01-08 223.0
DXBA-sky BKKT-sky 2021-01-09 223.0
DXBA-sky BKKT-sky 2021-01-10 223.0
DXBA-sky BKKT-sky 2021-01-11 223.0
DXBA-sky BKKT-sky 2021-01-12 228.0
DXBA-sky BKKT-sky 2021-01-13 223.0
DXBA-sky BKKT-sky 2021-01-14 223.0
DXBA-sky BKKT-sky 2021-01-15 223.0
DXBA-sky BKKT-sky 2021-01-16 223.0
DXBA-sky BKKT-sky 2021-01-17 223.0
DXBA-sky BKKT-sky 2021-01-18 223.0
DXBA-sky BKKT-sky 2021-01-19 223.0
DXBA-sky BKKT-sky 2021-01-20 223.0
DXBA-sky BKKT-sky 2021-01-21 220.0
DXBA-sky BKKT-sky 2021-01-22 223.0
DXBA-sky BKKT-sky 2021-01-23 223.0
DXBA-sky BKKT-sky 2021-01-24 223.0
DXBA-sky BKKT-sky 2021-01-25 227.0
DXBA-sky BKKT-sky 2021-01-26 227.0
DXBA-sky BKKT-sky 2021-01-27 227.0
DXBA-sky BKKT-sky 2021-01-28 228.0
DXBA-sky BKKT-sky 2021-01-29 227.0
DXBA-sky BKKT-sky 2021-01-30 227.0
DXBA-sky BKKT-sky 2021-01-31 227.0
DXBA-sky LOND-sky 2021-01-01 288.0
DXBA-sky LOND-sky 2021-01-02 289.0
DXBA-sky LOND-sky 2021-01-03 300.0
DXBA-sky LOND-sky 2021-01-04 328.0
DXBA-sky LOND-sky 2021-01-05 269.0
DXBA-sky LOND-sky 2021-01-06 252.0
DXBA-sky LOND-sky 2021-01-07 252.0
DXBA-sky LOND-sky 2021-01-08 245.0
DXBA-sky LOND-sky 2021-01-09 188.0
DXBA-sky LOND-sky 2021-01-10 206.0
DXBA-sky LOND-sky 2021-01-11 172.0
DXBA-sky LOND-sky 2021-01-12 172.0
DXBA-sky LOND-sky 2021-01-13 172.0
DXBA-sky LOND-sky 2021-01-14 173.0
DXBA-sky LOND-sky 2021-01-15 199.0
DXBA-sky LOND-sky 2021-01-16 146.0
DXBA-sky LOND-sky 2021-01-17 171.0
DXBA-sky LOND-sky 2021-01-18 211.0
DXBA-sky LOND-sky 2021-01-19 185.0
DXBA-sky LOND-sky 2021-01-20 162.0
DXBA-sky LOND-sky 2021-01-21 260.0
DXBA-sky LOND-sky 2021-01-22 194.0
DXBA-sky LOND-sky 2021-01-23 166.0
DXBA-sky LOND-sky 2021-01-24 173.0
DXBA-sky LOND-sky 2021-01-25 175.0
DXBA-sky LOND-sky 2021-01-26 303.0
DXBA-sky LOND-sky 2021-01-27 200.0
DXBA-sky LOND-sky 2021-01-28 265.0
DXBA-sky LOND-sky 2021-01-29 207.0
DXBA-sky LOND-sky 2021-01-30 183.0
DXBA-sky LOND-sky 2021-01-31 167.0
DXBA-sky SINS-sky 2021-01-01 359.0
DXBA-sky SINS-sky 2021-01-02 359.0
DXBA-sky SINS-sky 2021-01-03 273.0
DXBA-sky SINS-sky 2021-01-06 291.0
DXBA-sky SINS-sky 2021-01-08 306.0
DXBA-sky SINS-sky 2021-01-10 305.0
DXBA-sky SINS-sky 2021-01-11 264.0
DXBA-sky SINS-sky 2021-01-12 499.0
DXBA-sky SINS-sky 2021-01-15 264.0
DXBA-sky SINS-sky 2021-01-18 265.0
DXBA-sky SINS-sky 2021-01-20 260.0
DXBA-sky SINS-sky 2021-01-21 284.0
DXBA-sky SINS-sky 2021-01-29 267.0
DXBA-sky SINS-sky 2021-01-30 229.0
DXBA-sky SINS-sky 2021-01-31 198.0
DXBA-sky PARI-sky 2021-01-01 282.0
DXBA-sky PARI-sky 2021-01-02 328.0
DXBA-sky PARI-sky 2021-01-03 344.0
DXBA-sky PARI-sky 2021-01-04 326.0
DXBA-sky PARI-sky 2021-01-05 282.0
DXBA-sky PARI-sky 2021-01-06 236.0
DXBA-sky PARI-sky 2021-01-08 229.0
DXBA-sky PARI-sky 2021-01-10 236.0
DXBA-sky PARI-sky 2021-01-11 191.0
DXBA-sky PARI-sky 2021-01-12 236.0
DXBA-sky PARI-sky 2021-01-13 236.0
DXBA-sky PARI-sky 2021-01-14 215.0
DXBA-sky PARI-sky 2021-01-18 236.0
DXBA-sky PARI-sky 2021-01-19 236.0
DXBA-sky PARI-sky 2021-01-20 213.0
DXBA-sky PARI-sky 2021-01-21 171.0
DXBA-sky PARI-sky 2021-01-24 213.0
DXBA-sky PARI-sky 2021-01-25 199.0
DXBA-sky PARI-sky 2021-01-27 236.0
DXBA-sky NYCA-sky 2021-01-01 584.0
DXBA-sky NYCA-sky 2021-01-02 646.0
DXBA-sky NYCA-sky 2021-01-03 556.0
DXBA-sky NYCA-sky 2021-01-04 643.0
DXBA-sky NYCA-sky 2021-01-05 561.0
DXBA-sky NYCA-sky 2021-01-06 664.0
DXBA-sky NYCA-sky 2021-01-07 573.0
DXBA-sky NYCA-sky 2021-01-08 558.0
DXBA-sky NYCA-sky 2021-01-09 545.0
DXBA-sky NYCA-sky 2021-01-10 485.0
DXBA-sky NYCA-sky 2021-01-11 428.0
DXBA-sky NYCA-sky 2021-01-12 453.0
DXBA-sky NYCA-sky 2021-01-13 424.0
DXBA-sky NYCA-sky 2021-01-14 515.0
DXBA-sky NYCA-sky 2021-01-15 497.0
DXBA-sky NYCA-sky 2021-01-16 415.0
DXBA-sky NYCA-sky 2021-01-17 455.0
DXBA-sky NYCA-sky 2021-01-20 408.0
DXBA-sky NYCA-sky 2021-01-25 879.0
DXBA-sky NYCA-sky 2021-01-28 516.0
DXBA-sky NYCA-sky 2021-01-29 540.0
DXBA-sky NYCA-sky 2021-01-30 662.0
DXBA-sky KULM-sky 2021-01-01 342.0
DXBA-sky KULM-sky 2021-01-02 282.0
DXBA-sky KULM-sky 2021-01-08 289.0
DXBA-sky KULM-sky 2021-01-09 285.0
DXBA-sky KULM-sky 2021-01-10 249.0
DXBA-sky KULM-sky 2021-01-30 247.0
DXBA-sky ISTA-sky 2021-01-01 176.0
DXBA-sky ISTA-sky 2021-01-02 252.0
DXBA-sky ISTA-sky 2021-01-03 217.0
DXBA-sky ISTA-sky 2021-01-04 176.0
DXBA-sky ISTA-sky 2021-01-05 159.0
DXBA-sky ISTA-sky 2021-01-06 138.0
DXBA-sky ISTA-sky 2021-01-07 182.0
DXBA-sky ISTA-sky 2021-01-08 160.0
DXBA-sky ISTA-sky 2021-01-09 141.0
DXBA-sky ISTA-sky 2021-01-10 137.0
DXBA-sky ISTA-sky 2021-01-11 110.0
DXBA-sky ISTA-sky 2021-01-12 119.0
DXBA-sky ISTA-sky 2021-01-13 119.0
DXBA-sky ISTA-sky 2021-01-14 122.0
DXBA-sky ISTA-sky 2021-01-15 140.0
DXBA-sky ISTA-sky 2021-01-16 95.0
DXBA-sky ISTA-sky 2021-01-17 119.0
DXBA-sky ISTA-sky 2021-01-18 122.0
DXBA-sky ISTA-sky 2021-01-19 120.0
DXBA-sky ISTA-sky 2021-01-20 114.0
DXBA-sky ISTA-sky 2021-01-21 102.0
DXBA-sky ISTA-sky 2021-01-22 122.0
DXBA-sky ISTA-sky 2021-01-23 106.0
DXBA-sky ISTA-sky 2021-01-24 114.0
DXBA-sky ISTA-sky 2021-01-25 103.0
DXBA-sky ISTA-sky 2021-01-26 137.0
DXBA-sky ISTA-sky 2021-01-27 137.0
DXBA-sky ISTA-sky 2021-01-28 137.0
DXBA-sky ISTA-sky 2021-01-29 176.0
DXBA-sky ISTA-sky 2021-01-30 138.0
DXBA-sky ISTA-sky 2021-01-31 116.0
NYCA-sky HKGA-sky 2021-01-01 696.0
NYCA-sky HKGA-sky 2021-01-02 548.0
NYCA-sky HKGA-sky 2021-01-03 689.0
NYCA-sky HKGA-sky 2021-01-04 645.0
NYCA-sky HKGA-sky 2021-01-05 511.0
NYCA-sky HKGA-sky 2021-01-06 651.0
NYCA-sky HKGA-sky 2021-01-07 521.0
NYCA-sky HKGA-sky 2021-01-08 538.0
NYCA-sky HKGA-sky 2021-01-09 490.0
NYCA-sky HKGA-sky 2021-01-10 493.0
NYCA-sky HKGA-sky 2021-01-11 480.0
NYCA-sky HKGA-sky 2021-01-14 652.0
NYCA-sky HKGA-sky 2021-01-15 535.0
NYCA-sky HKGA-sky 2021-01-16 518.0
NYCA-sky HKGA-sky 2021-01-17 729.0
NYCA-sky HKGA-sky 2021-01-18 454.0
NYCA-sky HKGA-sky 2021-01-19 489.0
NYCA-sky HKGA-sky 2021-01-20 489.0
NYCA-sky HKGA-sky 2021-01-21 651.0
NYCA-sky HKGA-sky 2021-01-24 729.0
NYCA-sky HKGA-sky 2021-01-25 451.0
NYCA-sky HKGA-sky 2021-01-26 607.0
NYCA-sky HKGA-sky 2021-01-27 579.0
NYCA-sky HKGA-sky 2021-01-28 606.0
NYCA-sky HKGA-sky 2021-01-31 653.0
NYCA-sky BKKT-sky 2021-01-01 534.0
NYCA-sky BKKT-sky 2021-01-02 563.0
NYCA-sky BKKT-sky 2021-01-03 535.0
NYCA-sky BKKT-sky 2021-01-04 645.0
NYCA-sky BKKT-sky 2021-01-05 539.0
NYCA-sky BKKT-sky 2021-01-06 536.0
NYCA-sky BKKT-sky 2021-01-07 428.0
NYCA-sky BKKT-sky 2021-01-08 700.0
NYCA-sky BKKT-sky 2021-01-10 701.0
NYCA-sky BKKT-sky 2021-01-11 431.0
NYCA-sky BKKT-sky 2021-01-12 630.0
NYCA-sky BKKT-sky 2021-01-13 577.0
NYCA-sky BKKT-sky 2021-01-14 435.0
NYCA-sky BKKT-sky 2021-01-15 628.0
NYCA-sky BKKT-sky 2021-01-16 507.0
NYCA-sky BKKT-sky 2021-01-17 687.0
NYCA-sky BKKT-sky 2021-01-18 428.0
NYCA-sky BKKT-sky 2021-01-19 591.0
NYCA-sky BKKT-sky 2021-01-20 567.0
NYCA-sky BKKT-sky 2021-01-21 430.0
NYCA-sky BKKT-sky 2021-01-22 700.0
NYCA-sky BKKT-sky 2021-01-23 462.0
NYCA-sky BKKT-sky 2021-01-24 687.0
NYCA-sky BKKT-sky 2021-01-27 646.0
NYCA-sky BKKT-sky 2021-01-28 431.0
NYCA-sky BKKT-sky 2021-01-29 701.0
NYCA-sky BKKT-sky 2021-01-30 506.0
NYCA-sky BKKT-sky 2021-01-31 479.0
NYCA-sky LOND-sky 2021-01-01 180.0
NYCA-sky LOND-sky 2021-01-02 255.0
NYCA-sky LOND-sky 2021-01-03 252.0
NYCA-sky LOND-sky 2021-01-04 163.0
NYCA-sky LOND-sky 2021-01-05 163.0
NYCA-sky LOND-sky 2021-01-06 209.0
NYCA-sky LOND-sky 2021-01-07 222.0
NYCA-sky LOND-sky 2021-01-08 162.0
NYCA-sky LOND-sky 2021-01-09 226.0
NYCA-sky LOND-sky 2021-01-10 184.0
NYCA-sky LOND-sky 2021-01-11 210.0
NYCA-sky LOND-sky 2021-01-12 197.0
NYCA-sky LOND-sky 2021-01-13 165.0
NYCA-sky LOND-sky 2021-01-14 208.0
NYCA-sky LOND-sky 2021-01-15 161.0
NYCA-sky LOND-sky 2021-01-16 226.0
NYCA-sky LOND-sky 2021-01-17 187.0
NYCA-sky LOND-sky 2021-01-18 360.0
NYCA-sky LOND-sky 2021-01-19 205.0
NYCA-sky LOND-sky 2021-01-20 203.0
NYCA-sky LOND-sky 2021-01-21 270.0
NYCA-sky LOND-sky 2021-01-22 412.0
NYCA-sky LOND-sky 2021-01-23 186.0
NYCA-sky LOND-sky 2021-01-24 360.0
NYCA-sky LOND-sky 2021-01-25 201.0
NYCA-sky LOND-sky 2021-01-26 201.0
NYCA-sky LOND-sky 2021-01-27 360.0
NYCA-sky LOND-sky 2021-01-28 171.0
NYCA-sky LOND-sky 2021-01-29 162.0
NYCA-sky LOND-sky 2021-01-30 188.0
NYCA-sky LOND-sky 2021-01-31 183.0
NYCA-sky SINS-sky 2021-01-01 518.0
NYCA-sky SINS-sky 2021-01-02 496.0
NYCA-sky SINS-sky 2021-01-03 723.0
NYCA-sky SINS-sky 2021-01-04 430.0
NYCA-sky SINS-sky 2021-01-05 723.0
NYCA-sky SINS-sky 2021-01-09 495.0
NYCA-sky SINS-sky 2021-01-12 724.0
NYCA-sky SINS-sky 2021-01-13 430.0
NYCA-sky SINS-sky 2021-01-14 724.0
NYCA-sky SINS-sky 2021-01-17 448.0
NYCA-sky SINS-sky 2021-01-26 447.0
NYCA-sky PARI-sky 2021-01-01 278.0
NYCA-sky PARI-sky 2021-01-02 216.0
NYCA-sky PARI-sky 2021-01-03 166.0
NYCA-sky PARI-sky 2021-01-04 170.0
NYCA-sky PARI-sky 2021-01-05 183.0
NYCA-sky PARI-sky 2021-01-06 231.0
NYCA-sky PARI-sky 2021-01-07 187.0
NYCA-sky PARI-sky 2021-01-08 201.0
NYCA-sky PARI-sky 2021-01-09 183.0
NYCA-sky PARI-sky 2021-01-10 166.0
NYCA-sky PARI-sky 2021-01-11 231.0
NYCA-sky PARI-sky 2021-01-12 209.0
NYCA-sky PARI-sky 2021-01-13 188.0
NYCA-sky PARI-sky 2021-01-14 183.0
NYCA-sky PARI-sky 2021-01-15 166.0
NYCA-sky PARI-sky 2021-01-16 167.0
NYCA-sky PARI-sky 2021-01-17 167.0
NYCA-sky PARI-sky 2021-01-18 231.0
NYCA-sky PARI-sky 2021-01-19 187.0
NYCA-sky PARI-sky 2021-01-20 231.0
NYCA-sky PARI-sky 2021-01-21 209.0
NYCA-sky PARI-sky 2021-01-22 182.0
NYCA-sky PARI-sky 2021-01-23 178.0
NYCA-sky PARI-sky 2021-01-24 167.0
NYCA-sky PARI-sky 2021-01-25 188.0
NYCA-sky PARI-sky 2021-01-26 232.0
NYCA-sky PARI-sky 2021-01-28 182.0
NYCA-sky PARI-sky 2021-01-29 165.0
NYCA-sky PARI-sky 2021-01-30 231.0
NYCA-sky PARI-sky 2021-01-31 232.0
NYCA-sky DXBA-sky 2021-01-01 611.0
NYCA-sky DXBA-sky 2021-01-02 598.0
NYCA-sky DXBA-sky 2021-01-03 560.0
NYCA-sky DXBA-sky 2021-01-04 538.0
NYCA-sky DXBA-sky 2021-01-05 509.0
NYCA-sky DXBA-sky 2021-01-06 468.0
NYCA-sky DXBA-sky 2021-01-07 637.0
NYCA-sky DXBA-sky 2021-01-08 505.0
NYCA-sky DXBA-sky 2021-01-09 445.0
NYCA-sky DXBA-sky 2021-01-10 460.0
NYCA-sky DXBA-sky 2021-01-11 458.0
