set N0 := HKGA-sky BKKT-sky LOND-sky SINS-sky PARI-sky DXBA-sky NYCA-sky KULM-sky ISTA-sky ;
set N := HKGA-sky BKKT-sky LOND-sky SINS-sky PARI-sky DXBA-sky KULM-sky ISTA-sky ;
set T := 2021-01-01 2021-01-02 2021-01-03 2021-01-04 2021-01-05 2021-01-06 2021-01-07 2021-01-08 2021-01-09 2021-01-10 2021-01-11 2021-01-12 2021-01-13 2021-01-14 2021-01-15 2021-01-16 2021-01-17 2021-01-18 2021-01-19 2021-01-20 2021-01-21 2021-01-22 2021-01-23 2021-01-24 2021-01-25 ;
param c :=
LOND-sky KULM-sky 2021-01-03 501
LOND-sky KULM-sky 2021-01-04 500
LOND-sky KULM-sky 2021-01-05 478
LOND-sky KULM-sky 2021-01-06 478
LOND-sky KULM-sky 2021-01-07 477
LOND-sky KULM-sky 2021-01-08 504
LOND-sky KULM-sky 2021-01-09 504
LOND-sky KULM-sky 2021-01-10 440
LOND-sky KULM-sky 2021-01-11 433
LOND-sky KULM-sky 2021-01-12 2147483647
LOND-sky KULM-sky 2021-01-13 427
LOND-sky KULM-sky 2021-01-14 428
LOND-sky KULM-sky 2021-01-15 448
LOND-sky KULM-sky 2021-01-16 451
LOND-sky KULM-sky 2021-01-17 427
LOND-sky KULM-sky 2021-01-18 425
LOND-sky KULM-sky 2021-01-19 444
LOND-sky KULM-sky 2021-01-20 424
LOND-sky KULM-sky 2021-01-21 2147483647
LOND-sky KULM-sky 2021-01-22 504
LOND-sky KULM-sky 2021-01-23 2147483647
LOND-sky KULM-sky 2021-01-24 477
LOND-sky KULM-sky 2021-01-25 2147483647
LOND-sky ISTA-sky 2021-01-01 72
LOND-sky ISTA-sky 2021-01-02 67
LOND-sky ISTA-sky 2021-01-03 67
LOND-sky ISTA-sky 2021-01-04 70
LOND-sky ISTA-sky 2021-01-05 84
LOND-sky ISTA-sky 2021-01-06 65
LOND-sky ISTA-sky 2021-01-07 64
LOND-sky ISTA-sky 2021-01-08 72
LOND-sky ISTA-sky 2021-01-09 72
LOND-sky ISTA-sky 2021-01-10 126
LOND-sky ISTA-sky 2021-01-11 68
LOND-sky ISTA-sky 2021-01-12 68
LOND-sky ISTA-sky 2021-01-13 67
LOND-sky ISTA-sky 2021-01-14 64
LOND-sky ISTA-sky 2021-01-15 67
LOND-sky ISTA-sky 2021-01-16 65
LOND-sky ISTA-sky 2021-01-17 64
LOND-sky ISTA-sky 2021-01-18 67
LOND-sky ISTA-sky 2021-01-19 68
LOND-sky ISTA-sky 2021-01-20 64
LOND-sky ISTA-sky 2021-01-21 64
LOND-sky ISTA-sky 2021-01-22 72
LOND-sky ISTA-sky 2021-01-23 65
LOND-sky ISTA-sky 2021-01-24 57
LOND-sky ISTA-sky 2021-01-25 64
SINS-sky HKGA-sky 2021-01-01 150
SINS-sky HKGA-sky 2021-01-02 177
SINS-sky HKGA-sky 2021-01-03 162
SINS-sky HKGA-sky 2021-01-04 154
SINS-sky HKGA-sky 2021-01-05 160
SINS-sky HKGA-sky 2021-01-06 143
SINS-sky HKGA-sky 2021-01-07 154
SINS-sky HKGA-sky 2021-01-08 144
SINS-sky HKGA-sky 2021-01-09 154
SINS-sky HKGA-sky 2021-01-10 157
SINS-sky HKGA-sky 2021-01-11 160
SINS-sky HKGA-sky 2021-01-12 160
SINS-sky HKGA-sky 2021-01-13 154
SINS-sky HKGA-sky 2021-01-14 2147483647
SINS-sky HKGA-sky 2021-01-15 144
SINS-sky HKGA-sky 2021-01-16 154
SINS-sky HKGA-sky 2021-01-17 160
SINS-sky HKGA-sky 2021-01-18 160
SINS-sky HKGA-sky 2021-01-19 145
SINS-sky HKGA-sky 2021-01-20 2147483647
SINS-sky HKGA-sky 2021-01-21 2147483647
SINS-sky HKGA-sky 2021-01-22 154
SINS-sky HKGA-sky 2021-01-23 154
SINS-sky HKGA-sky 2021-01-24 154
SINS-sky HKGA-sky 2021-01-25 160
SINS-sky BKKT-sky 2021-01-01 2147483647
SINS-sky BKKT-sky 2021-01-02 160
SINS-sky BKKT-sky 2021-01-03 2147483647
SINS-sky BKKT-sky 2021-01-04 152
SINS-sky BKKT-sky 2021-01-05 69
SINS-sky BKKT-sky 2021-01-06 55
SINS-sky BKKT-sky 2021-01-07 2147483647
SINS-sky BKKT-sky 2021-01-08 55
SINS-sky BKKT-sky 2021-01-09 2147483647
SINS-sky BKKT-sky 2021-01-10 48
SINS-sky BKKT-sky 2021-01-11 2147483647
SINS-sky BKKT-sky 2021-01-12 52
SINS-sky BKKT-sky 2021-01-13 53
SINS-sky BKKT-sky 2021-01-14 2147483647
SINS-sky BKKT-sky 2021-01-15 2147483647
SINS-sky BKKT-sky 2021-01-16 2147483647
SINS-sky BKKT-sky 2021-01-17 153
SINS-sky BKKT-sky 2021-01-18 2147483647
SINS-sky BKKT-sky 2021-01-19 2147483647
SINS-sky BKKT-sky 2021-01-20 152
SINS-sky BKKT-sky 2021-01-21 2147483647
SINS-sky BKKT-sky 2021-01-22 160
SINS-sky BKKT-sky 2021-01-23 2147483647
SINS-sky BKKT-sky 2021-01-24 2147483647
SINS-sky BKKT-sky 2021-01-25 2147483647
SINS-sky LOND-sky 2021-01-01 434
SINS-sky LOND-sky 2021-01-02 429
SINS-sky LOND-sky 2021-01-03 415
SINS-sky LOND-sky 2021-01-04 429
SINS-sky LOND-sky 2021-01-05 430
SINS-sky LOND-sky 2021-01-06 415
SINS-sky LOND-sky 2021-01-07 430
SINS-sky LOND-sky 2021-01-08 466
SINS-sky LOND-sky 2021-01-09 429
SINS-sky LOND-sky 2021-01-10 415
SINS-sky LOND-sky 2021-01-11 429
SINS-sky LOND-sky 2021-01-12 429
SINS-sky LOND-sky 2021-01-13 2147483647
SINS-sky LOND-sky 2021-01-14 429
SINS-sky LOND-sky 2021-01-15 430
SINS-sky LOND-sky 2021-01-16 430
SINS-sky LOND-sky 2021-01-17 413
SINS-sky LOND-sky 2021-01-18 2147483647
SINS-sky LOND-sky 2021-01-19 2147483647
SINS-sky LOND-sky 2021-01-20 2147483647
SINS-sky LOND-sky 2021-01-21 2147483647
SINS-sky LOND-sky 2021-01-22 2147483647
SINS-sky LOND-sky 2021-01-23 408
SINS-sky LOND-sky 2021-01-24 413
SINS-sky LOND-sky 2021-01-25 2147483647
SINS-sky PARI-sky 2021-01-01 527
SINS-sky PARI-sky 2021-01-02 518
SINS-sky PARI-sky 2021-01-03 2147483647
SINS-sky PARI-sky 2021-01-04 2147483647
SINS-sky PARI-sky 2021-01-05 2147483647
SINS-sky PARI-sky 2021-01-06 2147483647
SINS-sky PARI-sky 2021-01-07 2147483647
SINS-sky PARI-sky 2021-01-08 2147483647
SINS-sky PARI-sky 2021-01-09 2147483647
SINS-sky PARI-sky 2021-01-10 2147483647
SINS-sky PARI-sky 2021-01-11 2147483647
SINS-sky PARI-sky 2021-01-12 2147483647
SINS-sky PARI-sky 2021-01-13 2147483647
SINS-sky PARI-sky 2021-01-14 2147483647
SINS-sky PARI-sky 2021-01-15 518
SINS-sky PARI-sky 2021-01-16 2147483647
SINS-sky PARI-sky 2021-01-17 2147483647
SINS-sky PARI-sky 2021-01-18 2147483647
SINS-sky PARI-sky 2021-01-19 490
SINS-sky PARI-sky 2021-01-20 2147483647
SINS-sky PARI-sky 2021-01-21 2147483647
SINS-sky PARI-sky 2021-01-22 2147483647
SINS-sky PARI-sky 2021-01-23 2147483647
SINS-sky PARI-sky 2021-01-24 2147483647
SINS-sky PARI-sky 2021-01-25 2147483647
SINS-sky DXBA-sky 2021-01-01 768
SINS-sky DXBA-sky 2021-01-02 2147483647
SINS-sky DXBA-sky 2021-01-03 352
SINS-sky DXBA-sky 2021-01-04 2147483647
SINS-sky DXBA-sky 2021-01-05 2147483647
SINS-sky DXBA-sky 2021-01-06 2147483647
SINS-sky DXBA-sky 2021-01-07 324
SINS-sky DXBA-sky 2021-01-08 345
SINS-sky DXBA-sky 2021-01-09 379
SINS-sky DXBA-sky 2021-01-10 318
SINS-sky DXBA-sky 2021-01-11 255
SINS-sky DXBA-sky 2021-01-12 635
SINS-sky DXBA-sky 2021-01-13 255
SINS-sky DXBA-sky 2021-01-14 2147483647
SINS-sky DXBA-sky 2021-01-15 2147483647
SINS-sky DXBA-sky 2021-01-16 255
SINS-sky DXBA-sky 2021-01-17 2147483647
SINS-sky DXBA-sky 2021-01-18 2147483647
SINS-sky DXBA-sky 2021-01-19 323
SINS-sky DXBA-sky 2021-01-20 2147483647
SINS-sky DXBA-sky 2021-01-21 2147483647
SINS-sky DXBA-sky 2021-01-22 2147483647
SINS-sky DXBA-sky 2021-01-23 2147483647
SINS-sky DXBA-sky 2021-01-24 2147483647
SINS-sky DXBA-sky 2021-01-25 2147483647
SINS-sky NYCA-sky 2021-01-01 2147483647
SINS-sky NYCA-sky 2021-01-02 2147483647
SINS-sky NYCA-sky 2021-01-03 870
SINS-sky NYCA-sky 2021-01-04 758
SINS-sky NYCA-sky 2021-01-05 587
SINS-sky NYCA-sky 2021-01-06 598
SINS-sky NYCA-sky 2021-01-07 2147483647
SINS-sky NYCA-sky 2021-01-08 2147483647
SINS-sky NYCA-sky 2021-01-09 2147483647
SINS-sky NYCA-sky 2021-01-10 2147483647
SINS-sky NYCA-sky 2021-01-11 599
SINS-sky NYCA-sky 2021-01-12 559
SINS-sky NYCA-sky 2021-01-13 584
SINS-sky NYCA-sky 2021-01-14 598
SINS-sky NYCA-sky 2021-01-15 587
SINS-sky NYCA-sky 2021-01-16 578
SINS-sky NYCA-sky 2021-01-17 588
SINS-sky NYCA-sky 2021-01-18 587
SINS-sky NYCA-sky 2021-01-19 514
SINS-sky NYCA-sky 2021-01-20 587
SINS-sky NYCA-sky 2021-01-21 598
SINS-sky NYCA-sky 2021-01-22 964
SINS-sky NYCA-sky 2021-01-23 2021
SINS-sky NYCA-sky 2021-01-24 599
SINS-sky NYCA-sky 2021-01-25 587
SINS-sky KULM-sky 2021-01-01 89
SINS-sky KULM-sky 2021-01-02 68
SINS-sky KULM-sky 2021-01-03 58
SINS-sky KULM-sky 2021-01-04 58
SINS-sky KULM-sky 2021-01-05 58
SINS-sky KULM-sky 2021-01-06 85
SINS-sky KULM-sky 2021-01-07 58
SINS-sky KULM-sky 2021-01-08 68
SINS-sky KULM-sky 2021-01-09 2147483647
SINS-sky KULM-sky 2021-01-10 68
SINS-sky KULM-sky 2021-01-11 58
SINS-sky KULM-sky 2021-01-12 85
SINS-sky KULM-sky 2021-01-13 54
SINS-sky KULM-sky 2021-01-14 58
SINS-sky KULM-sky 2021-01-15 68
SINS-sky KULM-sky 2021-01-16 68
SINS-sky KULM-sky 2021-01-17 58
SINS-sky KULM-sky 2021-01-18 58
SINS-sky KULM-sky 2021-01-19 2147483647
SINS-sky KULM-sky 2021-01-20 58
SINS-sky KULM-sky 2021-01-21 58
SINS-sky KULM-sky 2021-01-22 68
SINS-sky KULM-sky 2021-01-23 61
SINS-sky KULM-sky 2021-01-24 58
SINS-sky KULM-sky 2021-01-25 58
SINS-sky ISTA-sky 2021-01-01 2147483647
SINS-sky ISTA-sky 2021-01-02 2147483647
SINS-sky ISTA-sky 2021-01-03 2147483647
SINS-sky ISTA-sky 2021-01-04 530
SINS-sky ISTA-sky 2021-01-05 2147483647
SINS-sky ISTA-sky 2021-01-06 2147483647
SINS-sky ISTA-sky 2021-01-07 511
SINS-sky ISTA-sky 2021-01-08 2147483647
SINS-sky ISTA-sky 2021-01-09 443
SINS-sky ISTA-sky 2021-01-10 522
SINS-sky ISTA-sky 2021-01-11 2147483647
SINS-sky ISTA-sky 2021-01-12 2147483647
SINS-sky ISTA-sky 2021-01-13 459
SINS-sky ISTA-sky 2021-01-14 2147483647
SINS-sky ISTA-sky 2021-01-15 2147483647
SINS-sky ISTA-sky 2021-01-16 459
SINS-sky ISTA-sky 2021-01-17 2147483647
SINS-sky ISTA-sky 2021-01-18 459
SINS-sky ISTA-sky 2021-01-19 2147483647
SINS-sky ISTA-sky 2021-01-20 2147483647
SINS-sky ISTA-sky 2021-01-21 404
SINS-sky ISTA-sky 2021-01-22 2147483647
SINS-sky ISTA-sky 2021-01-23 2147483647
SINS-sky ISTA-sky 2021-01-24 2147483647
SINS-sky ISTA-sky 2021-01-25 2147483647
PARI-sky HKGA-sky 2021-01-01 415
PARI-sky HKGA-sky 2021-01-02 442
PARI-sky HKGA-sky 2021-01-03 449
PARI-sky HKGA-sky 2021-01-04 449
PARI-sky HKGA-sky 2021-01-05 442
PARI-sky HKGA-sky 2021-01-06 458
PARI-sky HKGA-sky 2021-01-07 2147483647
PARI-sky HKGA-sky 2021-01-08 2147483647
PARI-sky HKGA-sky 2021-01-09 2147483647
PARI-sky HKGA-sky 2021-01-10 2147483647
PARI-sky HKGA-sky 2021-01-11 2147483647
PARI-sky HKGA-sky 2021-01-12 442
PARI-sky HKGA-sky 2021-01-13 2147483647
PARI-sky HKGA-sky 2021-01-14 2147483647
PARI-sky HKGA-sky 2021-01-15 2147483647
PARI-sky HKGA-sky 2021-01-16 2147483647
PARI-sky HKGA-sky 2021-01-17 2147483647
PARI-sky HKGA-sky 2021-01-18 464
PARI-sky HKGA-sky 2021-01-19 2147483647
PARI-sky HKGA-sky 2021-01-20 2147483647
PARI-sky HKGA-sky 2021-01-21 2147483647
PARI-sky HKGA-sky 2021-01-22 2147483647
PARI-sky HKGA-sky 2021-01-23 442
PARI-sky HKGA-sky 2021-01-24 2147483647
PARI-sky HKGA-sky 2021-01-25 464
PARI-sky BKKT-sky 2021-01-01 477
PARI-sky BKKT-sky 2021-01-02 443
PARI-sky BKKT-sky 2021-01-03 451
PARI-sky BKKT-sky 2021-01-04 467
PARI-sky BKKT-sky 2021-01-05 436
PARI-sky BKKT-sky 2021-01-06 451
PARI-sky BKKT-sky 2021-01-07 443
PARI-sky BKKT-sky 2021-01-08 451
PARI-sky BKKT-sky 2021-01-09 443
PARI-sky BKKT-sky 2021-01-10 451
PARI-sky BKKT-sky 2021-01-11 463
PARI-sky BKKT-sky 2021-01-12 436
PARI-sky BKKT-sky 2021-01-13 2147483647
PARI-sky BKKT-sky 2021-01-14 436
PARI-sky BKKT-sky 2021-01-15 393
PARI-sky BKKT-sky 2021-01-16 435
PARI-sky BKKT-sky 2021-01-17 2147483647
PARI-sky BKKT-sky 2021-01-18 350
PARI-sky BKKT-sky 2021-01-19 443
PARI-sky BKKT-sky 2021-01-20 451
PARI-sky BKKT-sky 2021-01-21 443
PARI-sky BKKT-sky 2021-01-22 2147483647
PARI-sky BKKT-sky 2021-01-23 367
PARI-sky BKKT-sky 2021-01-24 451
PARI-sky BKKT-sky 2021-01-25 472
PARI-sky LOND-sky 2021-01-01 42
PARI-sky LOND-sky 2021-01-02 40
PARI-sky LOND-sky 2021-01-03 60
PARI-sky LOND-sky 2021-01-04 56
PARI-sky LOND-sky 2021-01-05 40
PARI-sky LOND-sky 2021-01-06 38
PARI-sky LOND-sky 2021-01-07 48
PARI-sky LOND-sky 2021-01-08 42
PARI-sky LOND-sky 2021-01-09 2147483647
PARI-sky LOND-sky 2021-01-10 40
PARI-sky LOND-sky 2021-01-11 40
PARI-sky LOND-sky 2021-01-12 39
PARI-sky LOND-sky 2021-01-13 36
PARI-sky LOND-sky 2021-01-14 27
PARI-sky LOND-sky 2021-01-15 40
PARI-sky LOND-sky 2021-01-16 39
PARI-sky LOND-sky 2021-01-17 2147483647
PARI-sky LOND-sky 2021-01-18 48
PARI-sky LOND-sky 2021-01-19 37
PARI-sky LOND-sky 2021-01-20 35
PARI-sky LOND-sky 2021-01-21 2147483647
PARI-sky LOND-sky 2021-01-22 40
PARI-sky LOND-sky 2021-01-23 40
PARI-sky LOND-sky 2021-01-24 27
PARI-sky LOND-sky 2021-01-25 40
PARI-sky SINS-sky 2021-01-01 450
PARI-sky SINS-sky 2021-01-02 450
PARI-sky SINS-sky 2021-01-03 448
PARI-sky SINS-sky 2021-01-04 450
PARI-sky SINS-sky 2021-01-05 2147483647
PARI-sky SINS-sky 2021-01-06 2147483647
PARI-sky SINS-sky 2021-01-07 417
PARI-sky SINS-sky 2021-01-08 450
PARI-sky SINS-sky 2021-01-09 439
PARI-sky SINS-sky 2021-01-10 435
PARI-sky SINS-sky 2021-01-11 405
PARI-sky SINS-sky 2021-01-12 2147483647
PARI-sky SINS-sky 2021-01-13 2147483647
PARI-sky SINS-sky 2021-01-14 450
PARI-sky SINS-sky 2021-01-15 434
PARI-sky SINS-sky 2021-01-16 450
PARI-sky SINS-sky 2021-01-17 409
PARI-sky SINS-sky 2021-01-18 2147483647
PARI-sky SINS-sky 2021-01-19 2147483647
PARI-sky SINS-sky 2021-01-20 2147483647
PARI-sky SINS-sky 2021-01-21 2147483647
PARI-sky SINS-sky 2021-01-22 2147483647
PARI-sky SINS-sky 2021-01-23 2147483647
PARI-sky SINS-sky 2021-01-24 2147483647
PARI-sky SINS-sky 2021-01-25 2147483647
PARI-sky DXBA-sky 2021-01-01 296
PARI-sky DXBA-sky 2021-01-02 301
PARI-sky DXBA-sky 2021-01-03 269
PARI-sky DXBA-sky 2021-01-04 246
PARI-sky DXBA-sky 2021-01-05 208
PARI-sky DXBA-sky 2021-01-06 294
PARI-sky DXBA-sky 2021-01-07 185
PARI-sky DXBA-sky 2021-01-08 220
PARI-sky DXBA-sky 2021-01-09 233
PARI-sky DXBA-sky 2021-01-10 220
PARI-sky DXBA-sky 2021-01-11 213
PARI-sky DXBA-sky 2021-01-12 219
PARI-sky DXBA-sky 2021-01-13 215
PARI-sky DXBA-sky 2021-01-14 233
PARI-sky DXBA-sky 2021-01-15 212
PARI-sky DXBA-sky 2021-01-16 217
PARI-sky DXBA-sky 2021-01-17 227
PARI-sky DXBA-sky 2021-01-18 218
PARI-sky DXBA-sky 2021-01-19 217
PARI-sky DXBA-sky 2021-01-20 217
PARI-sky DXBA-sky 2021-01-21 2147483647
PARI-sky DXBA-sky 2021-01-22 185
PARI-sky DXBA-sky 2021-01-23 2147483647
PARI-sky DXBA-sky 2021-01-24 249
PARI-sky DXBA-sky 2021-01-25 185
PARI-sky NYCA-sky 2021-01-01 161
PARI-sky NYCA-sky 2021-01-02 249
PARI-sky NYCA-sky 2021-01-03 246
PARI-sky NYCA-sky 2021-01-04 240
PARI-sky NYCA-sky 2021-01-05 194
PARI-sky NYCA-sky 2021-01-06 174
PARI-sky NYCA-sky 2021-01-07 167
PARI-sky NYCA-sky 2021-01-08 149
PARI-sky NYCA-sky 2021-01-09 178
PARI-sky NYCA-sky 2021-01-10 174
PARI-sky NYCA-sky 2021-01-11 174
PARI-sky NYCA-sky 2021-01-12 217
PARI-sky NYCA-sky 2021-01-13 177
PARI-sky NYCA-sky 2021-01-14 165
PARI-sky NYCA-sky 2021-01-15 174
PARI-sky NYCA-sky 2021-01-16 195
PARI-sky NYCA-sky 2021-01-17 195
PARI-sky NYCA-sky 2021-01-18 246
PARI-sky NYCA-sky 2021-01-19 195
PARI-sky NYCA-sky 2021-01-20 2911
PARI-sky NYCA-sky 2021-01-21 2147483647
PARI-sky NYCA-sky 2021-01-22 193
PARI-sky NYCA-sky 2021-01-23 188
PARI-sky NYCA-sky 2021-01-24 217
PARI-sky NYCA-sky 2021-01-25 189
PARI-sky KULM-sky 2021-01-01 2147483647
PARI-sky KULM-sky 2021-01-02 488
PARI-sky KULM-sky 2021-01-03 2147483647
PARI-sky KULM-sky 2021-01-04 487
PARI-sky KULM-sky 2021-01-05 2147483647
PARI-sky KULM-sky 2021-01-06 2147483647
PARI-sky KULM-sky 2021-01-07 2147483647
PARI-sky KULM-sky 2021-01-08 2147483647
PARI-sky KULM-sky 2021-01-09 2147483647
PARI-sky KULM-sky 2021-01-10 2147483647
PARI-sky KULM-sky 2021-01-11 2147483647
PARI-sky KULM-sky 2021-01-12 2147483647
PARI-sky KULM-sky 2021-01-13 2147483647
PARI-sky KULM-sky 2021-01-14 2147483647
PARI-sky KULM-sky 2021-01-15 2147483647
PARI-sky KULM-sky 2021-01-16 485
PARI-sky KULM-sky 2021-01-17 2147483647
PARI-sky KULM-sky 2021-01-18 2147483647
PARI-sky KULM-sky 2021-01-19 2147483647
PARI-sky KULM-sky 2021-01-20 2147483647
PARI-sky KULM-sky 2021-01-21 2147483647
PARI-sky KULM-sky 2021-01-22 2147483647
PARI-sky KULM-sky 2021-01-23 2147483647
PARI-sky KULM-sky 2021-01-24 2147483647
PARI-sky KULM-sky 2021-01-25 2147483647
PARI-sky ISTA-sky 2021-01-01 72
PARI-sky ISTA-sky 2021-01-02 103
PARI-sky ISTA-sky 2021-01-03 72
PARI-sky ISTA-sky 2021-01-04 105
PARI-sky ISTA-sky 2021-01-05 87
PARI-sky ISTA-sky 2021-01-06 107
PARI-sky ISTA-sky 2021-01-07 120
PARI-sky ISTA-sky 2021-01-08 72
PARI-sky ISTA-sky 2021-01-09 2147483647
PARI-sky ISTA-sky 2021-01-10 75
PARI-sky ISTA-sky 2021-01-11 121
PARI-sky ISTA-sky 2021-01-12 90
PARI-sky ISTA-sky 2021-01-13 85
PARI-sky ISTA-sky 2021-01-14 74
PARI-sky ISTA-sky 2021-01-15 91
PARI-sky ISTA-sky 2021-01-16 72
PARI-sky ISTA-sky 2021-01-17 75
PARI-sky ISTA-sky 2021-01-18 2147483647
PARI-sky ISTA-sky 2021-01-19 76
PARI-sky ISTA-sky 2021-01-20 72
PARI-sky ISTA-sky 2021-01-21 2147483647
PARI-sky ISTA-sky 2021-01-22 94
PARI-sky ISTA-sky 2021-01-23 74
PARI-sky ISTA-sky 2021-01-24 84
PARI-sky ISTA-sky 2021-01-25 2147483647
DXBA-sky HKGA-sky 2021-01-01 261
DXBA-sky HKGA-sky 2021-01-02 311
DXBA-sky HKGA-sky 2021-01-03 304
DXBA-sky HKGA-sky 2021-01-04 311
DXBA-sky HKGA-sky 2021-01-05 205
DXBA-sky HKGA-sky 2021-01-06 311
DXBA-sky HKGA-sky 2021-01-07 299
DXBA-sky HKGA-sky 2021-01-08 2147483647
DXBA-sky HKGA-sky 2021-01-09 273
DXBA-sky HKGA-sky 2021-01-10 2147483647
DXBA-sky HKGA-sky 2021-01-11 2147483647
DXBA-sky HKGA-sky 2021-01-12 261
DXBA-sky HKGA-sky 2021-01-13 2147483647
DXBA-sky HKGA-sky 2021-01-14 264
DXBA-sky HKGA-sky 2021-01-15 266
DXBA-sky HKGA-sky 2021-01-16 2147483647
DXBA-sky HKGA-sky 2021-01-17 2147483647
DXBA-sky HKGA-sky 2021-01-18 2147483647
DXBA-sky HKGA-sky 2021-01-19 2147483647
DXBA-sky HKGA-sky 2021-01-20 266
DXBA-sky HKGA-sky 2021-01-21 266
DXBA-sky HKGA-sky 2021-01-22 266
DXBA-sky HKGA-sky 2021-01-23 266
DXBA-sky HKGA-sky 2021-01-24 304
DXBA-sky HKGA-sky 2021-01-25 272
DXBA-sky BKKT-sky 2021-01-01 225
DXBA-sky BKKT-sky 2021-01-02 251
DXBA-sky BKKT-sky 2021-01-03 236
DXBA-sky BKKT-sky 2021-01-04 224
DXBA-sky BKKT-sky 2021-01-05 224
DXBA-sky BKKT-sky 2021-01-06 219
DXBA-sky BKKT-sky 2021-01-07 224
DXBA-sky BKKT-sky 2021-01-08 224
DXBA-sky BKKT-sky 2021-01-09 224
DXBA-sky BKKT-sky 2021-01-10 224
DXBA-sky BKKT-sky 2021-01-11 220
DXBA-sky BKKT-sky 2021-01-12 220
DXBA-sky BKKT-sky 2021-01-13 249
DXBA-sky BKKT-sky 2021-01-14 569
DXBA-sky BKKT-sky 2021-01-15 224
DXBA-sky BKKT-sky 2021-01-16 224
DXBA-sky BKKT-sky 2021-01-17 224
DXBA-sky BKKT-sky 2021-01-18 224
DXBA-sky BKKT-sky 2021-01-19 224
DXBA-sky BKKT-sky 2021-01-20 224
DXBA-sky BKKT-sky 2021-01-21 220
DXBA-sky BKKT-sky 2021-01-22 224
DXBA-sky BKKT-sky 2021-01-23 224
DXBA-sky BKKT-sky 2021-01-24 224
DXBA-sky BKKT-sky 2021-01-25 228
DXBA-sky LOND-sky 2021-01-01 345
DXBA-sky LOND-sky 2021-01-02 289
DXBA-sky LOND-sky 2021-01-03 323
DXBA-sky LOND-sky 2021-01-04 308
DXBA-sky LOND-sky 2021-01-05 270
DXBA-sky LOND-sky 2021-01-06 245
DXBA-sky LOND-sky 2021-01-07 256
DXBA-sky LOND-sky 2021-01-08 272
DXBA-sky LOND-sky 2021-01-09 173
DXBA-sky LOND-sky 2021-01-10 834
DXBA-sky LOND-sky 2021-01-11 172
DXBA-sky LOND-sky 2021-01-12 172
DXBA-sky LOND-sky 2021-01-13 171
DXBA-sky LOND-sky 2021-01-14 191
DXBA-sky LOND-sky 2021-01-15 199
DXBA-sky LOND-sky 2021-01-16 145
DXBA-sky LOND-sky 2021-01-17 169
DXBA-sky LOND-sky 2021-01-18 225
DXBA-sky LOND-sky 2021-01-19 167
DXBA-sky LOND-sky 2021-01-20 175
DXBA-sky LOND-sky 2021-01-21 261
DXBA-sky LOND-sky 2021-01-22 195
DXBA-sky LOND-sky 2021-01-23 173
DXBA-sky LOND-sky 2021-01-24 171
DXBA-sky LOND-sky 2021-01-25 173
DXBA-sky SINS-sky 2021-01-01 500
DXBA-sky SINS-sky 2021-01-02 370
DXBA-sky SINS-sky 2021-01-03 274
DXBA-sky SINS-sky 2021-01-04 1109
DXBA-sky SINS-sky 2021-01-05 501
DXBA-sky SINS-sky 2021-01-06 294
DXBA-sky SINS-sky 2021-01-07 2147483647
DXBA-sky SINS-sky 2021-01-08 309
DXBA-sky SINS-sky 2021-01-09 1080
DXBA-sky SINS-sky 2021-01-10 306
DXBA-sky SINS-sky 2021-01-11 265
DXBA-sky SINS-sky 2021-01-12 500
DXBA-sky SINS-sky 2021-01-13 272
DXBA-sky SINS-sky 2021-01-14 2147483647
DXBA-sky SINS-sky 2021-01-15 310
DXBA-sky SINS-sky 2021-01-16 2147483647
DXBA-sky SINS-sky 2021-01-17 2147483647
DXBA-sky SINS-sky 2021-01-18 273
DXBA-sky SINS-sky 2021-01-19 2147483647
DXBA-sky SINS-sky 2021-01-20 2147483647
DXBA-sky SINS-sky 2021-01-21 285
DXBA-sky SINS-sky 2021-01-22 2147483647
DXBA-sky SINS-sky 2021-01-23 2147483647
DXBA-sky SINS-sky 2021-01-24 2147483647
DXBA-sky SINS-sky 2021-01-25 2147483647
DXBA-sky PARI-sky 2021-01-01 288
DXBA-sky PARI-sky 2021-01-02 355
DXBA-sky PARI-sky 2021-01-03 390
DXBA-sky PARI-sky 2021-01-04 327
DXBA-sky PARI-sky 2021-01-05 289
DXBA-sky PARI-sky 2021-01-06 236
DXBA-sky PARI-sky 2021-01-07 236
DXBA-sky PARI-sky 2021-01-08 236
DXBA-sky PARI-sky 2021-01-09 2147483647
DXBA-sky PARI-sky 2021-01-10 225
DXBA-sky PARI-sky 2021-01-11 192
DXBA-sky PARI-sky 2021-01-12 236
DXBA-sky PARI-sky 2021-01-13 197
DXBA-sky PARI-sky 2021-01-14 212
DXBA-sky PARI-sky 2021-01-15 236
DXBA-sky PARI-sky 2021-01-16 234
DXBA-sky PARI-sky 2021-01-17 2147483647
DXBA-sky PARI-sky 2021-01-18 2147483647
DXBA-sky PARI-sky 2021-01-19 182
DXBA-sky PARI-sky 2021-01-20 175
DXBA-sky PARI-sky 2021-01-21 236
DXBA-sky PARI-sky 2021-01-22 236
DXBA-sky PARI-sky 2021-01-23 2147483647
DXBA-sky PARI-sky 2021-01-24 2147483647
DXBA-sky PARI-sky 2021-01-25 2147483647
DXBA-sky NYCA-sky 2021-01-01 619
DXBA-sky NYCA-sky 2021-01-02 619
DXBA-sky NYCA-sky 2021-01-03 586
DXBA-sky NYCA-sky 2021-01-04 619
